X_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
476,2014,D13,Controlled Drugs and Substances Act,Other,11,7
477,2014,D13,Other Federal Statute Violations,Other,3,3
478,2014,D13,Crimes Against the Person,Robbery-Other,15,7
479,2014,D13,Crimes Against the Person,Robbery-Other,6,2
480,2014,D13,Crimes Against the Person,Robbery-Other,2,0
481,2014,D13,Crimes Against the Person,Robbery-Other,3,0
482,2014,D13,Crimes Against the Person,Robbery-Other,4,2
483,2014,D13,Crimes Against the Person,Robbery-Other,2,0
484,2014,D13,Crimes Against the Person,Robbery-Other,1,0
485,2014,D13,Crimes Against the Person,Robbery-Other,36,15
486,2014,D13,Crimes Against the Person,Robbery-Other,13,3
487,2014,D13,Crimes Against the Person,Robbery-Other,11,3
488,2014,D13,Crimes Against the Person,Sexual Violation,5,2
489,2014,D13,Crimes Against the Person,Sexual Violation,6,3
490,2014,D13,Crimes Against the Person,Sexual Violation,1,1
491,2014,D13,Crimes Against the Person,Sexual Violation,12,6
492,2014,D13,Crimes Against the Person,Sexual Violation,3,3
493,2014,D13,Crimes Against the Person,Sexual Violation,2,1
494,2014,D13,Crimes Against the Person,Sexual Violation,9,8
495,2014,D13,Crimes Against the Person,Sexual Violation,2,1
496,2014,D13,Crimes Against the Person,Sexual Violation,13,8
497,2014,D13,Crimes Against the Person,Sexual Violation,11,7
498,2014,D13,Crimes Against the Person,Sexual Violation,3,1
499,2014,D13,Criminal Code Traffic,Other,14,14
500,2014,D13,Criminal Code Traffic,Other,13,13
501,2014,D13,Criminal Code Traffic,Other,5,5
502,2014,D13,Criminal Code Traffic,Other,13,12
503,2014,D13,Criminal Code Traffic,Other,1,1
504,2014,D13,Criminal Code Traffic,Other,2,2
505,2014,D13,Criminal Code Traffic,Other,7,7
506,2014,D13,Criminal Code Traffic,Other,7,7
507,2014,D13,Criminal Code Traffic,Other,11,10
508,2014,D13,Criminal Code Traffic,Other,2,2
509,2014,D13,Criminal Code Traffic,Other,13,13
510,2014,D13,Criminal Code Traffic,Other,4,4
511,2014,D13,Criminal Code Traffic,Other,10,10
512,2014,D13,Other Criminal Code Violations,Other,32,28
513,2014,D13,Other Criminal Code Violations,Other,28,28
514,2014,D13,Other Criminal Code Violations,Other,25,25
515,2014,D13,Other Criminal Code Violations,Other,51,48
516,2014,D13,Other Criminal Code Violations,Other,3,2
517,2014,D13,Other Criminal Code Violations,Other,7,6
518,2014,D12,Crimes Against the Person,Sexual Violation,18,8
519,2014,D13,Other Federal Statute Violations,Other,4,4
520,2014,D13,Controlled Drugs and Substances Act,Other,35,34
521,2014,D13,Crimes Against Property,Theft Under $5000,143,52
522,2014,D14,Crimes Against Property,Break & Enter-Apartment,5,3
523,2014,D14,Crimes Against Property,Fraud,19,10
524,2014,D12,Crimes Against the Person,Sexual Violation,1,1
525,2014,D13,Other Federal Statute Violations,Other,2,1
526,2014,D13,Other Federal Statute Violations,Other,2,2
527,2014,D13,Other Federal Statute Violations,Other,1,1
528,2014,D13,Other Federal Statute Violations,Other,7,7
529,2014,D13,Other Federal Statute Violations,Other,3,3
530,2014,D13,Other Federal Statute Violations,Other,2,2
531,2014,D14,Controlled Drugs and Substances Act,Other,22,21
532,2014,D14,Controlled Drugs and Substances Act,Other,34,33
533,2014,D14,Controlled Drugs and Substances Act,Other,7,7
534,2014,D14,Controlled Drugs and Substances Act,Other,39,31
535,2014,D14,Controlled Drugs and Substances Act,Other,12,10
536,2014,D14,Controlled Drugs and Substances Act,Other,151,150
537,2014,D14,Controlled Drugs and Substances Act,Other,15,14
538,2014,D14,Controlled Drugs and Substances Act,Other,10,10
539,2014,D14,Controlled Drugs and Substances Act,Other,21,20
540,2014,D14,Controlled Drugs and Substances Act,Other,66,66
541,2014,D14,Controlled Drugs and Substances Act,Other,1,1
542,2014,D14,Controlled Drugs and Substances Act,Other,44,43
543,2014,D14,Controlled Drugs and Substances Act,Other,34,34
544,2014,D14,Controlled Drugs and Substances Act,Other,51,50
545,2014,D14,Controlled Drugs and Substances Act,Other,47,46
546,2014,D14,Crimes Against Property,Auto Theft,8,2
547,2014,D14,Crimes Against Property,Auto Theft,8,3
548,2014,D14,Crimes Against Property,Auto Theft,5,3
549,2014,D14,Crimes Against Property,Auto Theft,10,3
550,2014,D14,Crimes Against Property,Auto Theft,3,0
551,2014,D14,Crimes Against Property,Auto Theft,1,0
552,2014,D14,Crimes Against Property,Auto Theft,13,4
553,2014,D14,Crimes Against Property,Auto Theft,8,3
554,2014,D14,Crimes Against Property,Auto Theft,1,1
555,2014,D14,Crimes Against Property,Auto Theft,14,5
556,2014,D14,Crimes Against Property,Auto Theft,9,1
557,2014,D13,Crimes Against Property,Break & Enter-House,1,1
558,2014,D13,Crimes Against Property,Theft Under $5000,52,13
559,2014,D14,Crimes Against Property,Break & Enter-Apartment,1,1
560,2014,D13,Controlled Drugs and Substances Act,Other,10,10
561,2014,D12,Criminal Code Traffic,Other,9,7
562,2014,D13,Crimes Against Property,Theft Under $5000,99,57
563,2014,D14,Crimes Against Property,Break & Enter-Apartment,12,3
564,2014,D13,Crimes Against Property,Break & Enter-House,10,2
565,2014,D13,Controlled Drugs and Substances Act,Other,14,14
566,2014,D12,Criminal Code Traffic,Other,24,22
567,2014,D13,Crimes Against Property,Theft Under $5000,102,28
568,2014,D14,Crimes Against Property,Break & Enter-Apartment,20,10
569,2014,D13,Crimes Against Property,Break & Enter-House,18,3
570,2014,D13,Crimes Against Property,Auto Theft,15,3
571,2014,D13,Crimes Against Property,Auto Theft,11,4
572,2014,D13,Crimes Against Property,Auto Theft,1,0
573,2014,D13,Crimes Against Property,Auto Theft,16,6
574,2014,D13,Crimes Against Property,Auto Theft,7,0
575,2014,D13,Crimes Against Property,Auto Theft,7,1
576,2014,D13,Crimes Against Property,Auto Theft,3,0
577,2014,D13,Crimes Against Property,Auto Theft,12,3
578,2014,D13,Crimes Against Property,Auto Theft,4,0
579,2014,D13,Crimes Against Property,Auto Theft,4,1
580,2014,D13,Crimes Against Property,Auto Theft,21,7
581,2014,D13,Crimes Against Property,Auto Theft,5,2
582,2014,D13,Crimes Against Property,Auto Theft,21,3
583,2014,D13,Crimes Against Property,Break & Enter-Apartment,13,3
584,2014,D13,Crimes Against Property,Break & Enter-Apartment,5,3
585,2014,D13,Crimes Against Property,Break & Enter-Apartment,1,1
586,2014,D13,Crimes Against Property,Break & Enter-Apartment,5,1
587,2014,D13,Crimes Against Property,Break & Enter-Apartment,3,1
588,2014,D13,Crimes Against Property,Break & Enter-Apartment,2,2
589,2014,D13,Crimes Against Property,Break & Enter-Apartment,1,0
590,2014,D13,Crimes Against Property,Break & Enter-Apartment,10,5
591,2014,D13,Crimes Against Property,Break & Enter-Apartment,1,0
592,2014,D13,Crimes Against Property,Break & Enter-Apartment,2,0
593,2014,D13,Crimes Against Property,Break & Enter-Apartment,10,2
594,2014,D13,Crimes Against Property,Break & Enter-Apartment,4,1
595,2014,D13,Crimes Against Property,Break & Enter-Apartment,5,1
596,2014,D13,Crimes Against Property,Break & Enter-Commercial,15,4
597,2014,D13,Crimes Against Property,Break & Enter-Commercial,2,2
598,2014,D13,Crimes Against Property,Break & Enter-Commercial,1,1
599,2014,D13,Crimes Against Property,Break & Enter-Commercial,9,2
600,2014,D13,Crimes Against Property,Break & Enter-Commercial,1,0
601,2014,D13,Crimes Against Property,Break & Enter-Commercial,2,0
602,2014,D13,Crimes Against Property,Break & Enter-Commercial,2,0
603,2014,D13,Crimes Against Property,Break & Enter-Commercial,1,0
604,2014,D13,Crimes Against Property,Break & Enter-Commercial,5,2
605,2014,D13,Crimes Against Property,Break & Enter-Commercial,8,4
606,2014,D13,Crimes Against Property,Break & Enter-Commercial,4,1
607,2014,D14,Crimes Against Property,Fraud,10,2
608,2014,D12,Criminal Code Traffic,Other,3,3
609,2014,D13,Crimes Against Property,Theft Under $5000,19,4
610,2014,D14,Crimes Against Property,Break & Enter-Apartment,14,4
611,2014,D14,Crimes Against Property,Fraud,28,4
612,2014,D12,Criminal Code Traffic,Other,13,11
613,2014,D13,Crimes Against Property,Theft Under $5000,33,3
614,2014,D13,Crimes Against Property,Break & Enter-House,11,3
615,2014,D14,Crimes Against Property,Break & Enter-Apartment,16,5
616,2014,D14,Crimes Against Property,Fraud,27,4
617,2014,D12,Criminal Code Traffic,Other,7,7
618,2014,D14,Crimes Against Property,Break & Enter-Apartment,20,9
619,2014,D13,Crimes Against Property,Break & Enter-Other,3,0
620,2014,D13,Crimes Against Property,Theft Under $5000,37,3
621,2014,D13,Crimes Against Property,Break & Enter-Other,1,1
622,2014,D14,Crimes Against Property,Break & Enter-Apartment,19,9
623,2014,D14,Crimes Against Property,Fraud,1,1
624,2014,D12,Criminal Code Traffic,Other,11,10
625,2014,D13,Crimes Against Property,Theft Under $5000,138,23
626,2014,D13,Crimes Against Property,Break & Enter-Other,2,0
627,2014,D14,Crimes Against Property,Break & Enter-Commercial,26,11
628,2014,D14,Crimes Against Property,Fraud,28,10
629,2014,D12,Criminal Code Traffic,Other,1,1
630,2014,D13,Crimes Against Property,Theft Under $5000,26,15
631,2014,D13,Crimes Against Property,Break & Enter-Other,5,2
632,2014,D14,Crimes Against Property,Break & Enter-Commercial,12,5
633,2014,D14,Crimes Against Property,Fraud,14,6
634,2014,D12,Criminal Code Traffic,Other,2,2
635,2014,D13,Crimes Against Property,Theft Under $5000,14,5
636,2014,D13,Crimes Against Property,Break & Enter-Other,2,0
637,2014,D14,Crimes Against Property,Break & Enter-Commercial,1,1
638,2014,D14,Crimes Against Property,Break & Enter-Commercial,8,6
639,2014,D14,Crimes Against Property,Break & Enter-Commercial,7,2
640,2014,D14,Crimes Against Property,Break & Enter-Commercial,17,5
641,2014,D14,Crimes Against Property,Break & Enter-Commercial,12,6
642,2014,D14,Crimes Against Property,Break & Enter-Commercial,20,7
643,2014,D14,Crimes Against Property,Break & Enter-Commercial,16,10
644,2014,D14,Crimes Against Property,Break & Enter-Commercial,28,15
645,2014,D14,Crimes Against Property,Break & Enter-Commercial,20,9
646,2014,D14,Crimes Against Property,Break & Enter-Commercial,21,7
647,2014,D14,Crimes Against Property,Break & Enter-Commercial,9,5
648,2014,D14,Crimes Against Property,Break & Enter-House,13,2
649,2014,D14,Crimes Against Property,Break & Enter-House,20,5
650,2014,D14,Crimes Against Property,Break & Enter-House,6,3
651,2014,D14,Crimes Against Property,Break & Enter-House,1,0
652,2014,D14,Crimes Against Property,Break & Enter-House,9,3
653,2014,D14,Crimes Against Property,Break & Enter-House,5,2
654,2014,D14,Crimes Against Property,Break & Enter-House,17,2
655,2014,D14,Crimes Against Property,Break & Enter-House,5,4
656,2014,D14,Crimes Against Property,Break & Enter-House,22,9
657,2014,D14,Crimes Against Property,Break & Enter-House,11,6
658,2014,D14,Crimes Against Property,Break & Enter-House,1,1
659,2014,D14,Crimes Against Property,Break & Enter-House,4,0
660,2014,D14,Crimes Against Property,Break & Enter-Other,4,2
661,2014,D14,Crimes Against Property,Break & Enter-Other,8,0
662,2014,D14,Crimes Against Property,Break & Enter-Other,1,1
663,2014,D14,Crimes Against Property,Break & Enter-Other,2,1
664,2014,D14,Crimes Against Property,Break & Enter-Other,6,0
665,2014,D14,Crimes Against Property,Break & Enter-Other,5,2
666,2014,D14,Crimes Against Property,Break & Enter-Other,2,1
667,2014,D13,Crimes Against Property,Theft Under $5000,131,39
668,2014,D14,Crimes Against Property,Fraud,33,11
669,2014,D12,Criminal Code Traffic,Other,12,11
670,2014,D13,Crimes Against Property,Theft Under $5000,113,48
671,2014,D13,Crimes Against Property,Break & Enter-Other,1,0
672,2014,D14,Crimes Against Property,Fraud,55,15
673,2014,D12,Criminal Code Traffic,Other,8,7
674,2014,D13,Crimes Against Property,Theft Under $5000,118,47
675,2014,D13,Crimes Against Property,Break & Enter-Other,1,0
676,2014,D14,Crimes Against Property,Other,88,36
677,2014,D12,Criminal Code Traffic,Other,10,8
678,2014,D13,Crimes Against the Person,Assault,1,1
679,2014,D14,Crimes Against Property,Other,1,1
680,2014,D13,Crimes Against Property,Break & Enter-Other,1,1
681,2014,D14,Crimes Against Property,Other,58,21
682,2014,D12,Criminal Code Traffic,Other,6,6
683,2014,D13,Crimes Against the Person,Assault,54,44
684,2014,D14,Crimes Against Property,Other,19,4
685,2014,D13,Crimes Against Property,Fraud,29,12
686,2014,D12,Other Criminal Code Violations,Other,41,38
687,2014,D13,Crimes Against the Person,Assault,53,31
688,2014,D14,Crimes Against Property,Other,77,28
689,2014,D13,Crimes Against Property,Fraud,15,9
690,2014,D12,Other Criminal Code Violations,Other,52,46
691,2014,D13,Crimes Against the Person,Assault,17,10
692,2014,D14,Crimes Against Property,Other,36,16
693,2014,D13,Crimes Against Property,Fraud,3,1
694,2014,D12,Other Criminal Code Violations,Other,2,2
695,2014,D13,Crimes Against the Person,Assault,66,47
696,2014,D14,Crimes Against Property,Other,135,59
697,2014,D13,Crimes Against Property,Fraud,33,22
698,2014,D12,Other Criminal Code Violations,Other,8,8
699,2014,D13,Crimes Against the Person,Assault,7,4
700,2014,D14,Crimes Against Property,Other,46,18
701,2014,D13,Crimes Against Property,Fraud,9,5
702,2014,D12,Other Criminal Code Violations,Other,14,10
703,2014,D13,Crimes Against the Person,Assault,4,4
704,2014,D14,Crimes Against Property,Other,13,7
705,2014,D13,Crimes Against Property,Fraud,4,2
706,2014,D12,Other Criminal Code Violations,Other,26,26
707,2014,D13,Crimes Against the Person,Assault,17,10
708,2014,D14,Crimes Against Property,Other,75,29
709,2014,D13,Crimes Against Property,Fraud,8,5
710,2014,D12,Other Criminal Code Violations,Other,12,11
711,2014,D13,Crimes Against the Person,Assault,33,26
712,2014,D14,Crimes Against Property,Other,100,48
713,2014,D13,Crimes Against Property,Fraud,26,13
714,2014,D12,Other Criminal Code Violations,Other,38,35
715,2014,D13,Crimes Against the Person,Assault,15,12
716,2014,D14,Crimes Against Property,Other,114,38
717,2014,D13,Crimes Against Property,Fraud,1,1
718,2014,D12,Other Criminal Code Violations,Other,9,8
719,2014,D13,Crimes Against the Person,Assault,1,1
720,2014,D14,Crimes Against Property,Other,57,17
721,2014,D13,Crimes Against Property,Fraud,5,3
722,2014,D12,Other Criminal Code Violations,Other,20,17
723,2014,D13,Crimes Against the Person,Assault,12,9
724,2014,D14,Crimes Against Property,Other,80,43
725,2014,D13,Crimes Against Property,Fraud,33,23
726,2014,D12,Other Criminal Code Violations,Other,49,46
727,2014,D14,Crimes Against Property,Other,98,44
728,2014,D13,Crimes Against the Person,Assault,110,82
729,2014,D12,Other Criminal Code Violations,Other,95,94
730,2014,D13,Crimes Against Property,Fraud,21,12
731,2014,D13,Crimes Against the Person,Assault,50,35
732,2014,D12,Other Criminal Code Violations,Other,94,89
733,2014,D14,Crimes Against Property,Theft Over $5000,3,2
734,2014,D13,Crimes Against Property,Fraud,21,12
735,2014,D13,Crimes Against the Person,Assault,1,1
736,2014,D12,Other Criminal Code Violations,Other,12,11
737,2014,D14,Crimes Against Property,Theft Over $5000,5,3
738,2014,D13,Crimes Against Property,Other,1,0
739,2014,D13,Crimes Against the Person,Assault,37,29
740,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
741,2014,D14,Crimes Against Property,Theft Over $5000,2,0
742,2014,D13,Crimes Against Property,Other,62,20
743,2014,D13,Crimes Against the Person,Attempt Murder,1,1
744,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,8
745,2014,D14,Crimes Against Property,Theft Over $5000,11,1
746,2014,D13,Crimes Against Property,Other,40,14
747,2014,D13,Crimes Against the Person,Attempt Murder,2,2
748,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
749,2014,D14,Crimes Against Property,Theft Over $5000,5,2
750,2014,D13,Crimes Against Property,Other,14,4
751,2014,D13,Crimes Against the Person,Other,29,20
752,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6
753,2014,D14,Crimes Against Property,Theft Over $5000,7,1
754,2014,D13,Crimes Against Property,Other,68,30
755,2014,D13,Crimes Against the Person,Other,17,11
756,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
757,2014,D14,Crimes Against Property,Theft Over $5000,4,3
758,2014,D13,Crimes Against Property,Other,19,8
759,2014,D13,Crimes Against the Person,Other,9,4
760,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
761,2014,D14,Crimes Against Property,Theft Over $5000,1,0
762,2014,D13,Crimes Against Property,Other,10,1
763,2014,D13,Crimes Against the Person,Other,23,16
764,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5
765,2014,D14,Crimes Against Property,Theft Over $5000,6,1
766,2014,D13,Crimes Against Property,Other,20,2
767,2014,D13,Crimes Against the Person,Other,6,5
768,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
769,2014,D14,Crimes Against Property,Theft Over $5000,3,1
770,2014,D13,Crimes Against Property,Other,46,18
771,2014,D13,Crimes Against the Person,Other,2,2
772,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,4
773,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4
774,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,17,17
775,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
776,2014,D12,Other Federal Statute Violations,Other,7,7
